age,year,Dx,sex,country,Nx,Mx
8,2002,0,m,Argentina,367571,0
9,2002,0,m,Argentina,364822,0
10,2002,1,m,Argentina,362144,0.27613325086153573
11,2002,2,m,Argentina,359602,0.5561704328674479
12,2002,4,m,Argentina,354882,1.1271352167762805
13,2002,9,m,Argentina,350341,2.568925703814284
14,2002,16,m,Argentina,346111,4.622794421442832
15,2002,25,m,Argentina,341592,7.318672568444226
16,2002,36,m,Argentina,338168,10.645596271675617
17,2002,46,m,Argentina,336202,13.682250551751626
18,2002,54,m,Argentina,334863,16.125997796113634
19,2002,59,m,Argentina,333618,17.684897097878412
20,2002,62,m,Argentina,333762,18.57611112109827
21,2002,62,m,Argentina,333735,18.57761397515993
22,2002,61,m,Argentina,333067,18.31463339208027
23,2002,59,m,Argentina,330997,17.824934969199116
24,2002,55,m,Argentina,326487,16.84599999387418
25,2002,52,m,Argentina,318493,16.32688944497995
26,2002,48,m,Argentina,308361,15.566170819267027
27,2002,44,m,Argentina,298360,14.74728515886848
28,2002,41,m,Argentina,287853,14.243381170250093
29,2002,38,m,Argentina,277471,13.69512489593507
30,2002,35,m,Argentina,268777,13.021947562477445
31,2002,33,m,Argentina,260476,12.669113469187181
32,2002,31,m,Argentina,253020,12.251995889652992
33,2002,29,m,Argentina,246689,11.755692390013337
34,2002,28,m,Argentina,240688,11.633317822242903
35,2002,27,m,Argentina,235803,11.450236002086488
36,2002,27,m,Argentina,233553,11.560545143928787
37,2002,27,m,Argentina,234405,11.518525628719523
38,2002,27,m,Argentina,235020,11.48838396732193
39,2002,27,m,Argentina,233748,11.55090097027568
40,2002,27,m,Argentina,231108,11.682849576821226
41,2002,28,m,Argentina,228512,12.253185828315361
42,2002,28,m,Argentina,226341,12.3707149831449
43,2002,29,m,Argentina,222122,13.055888205580716
44,2002,29,m,Argentina,218998,13.24213006511475
45,2002,29,m,Argentina,217615,13.326287250419318
46,2002,30,m,Argentina,214612,13.978715076510166
47,2002,30,m,Argentina,211079,14.21268814045926
48,2002,30,m,Argentina,207770,14.439043172739087
49,2002,31,m,Argentina,204129,15.186475219101647
50,2002,31,m,Argentina,199734,15.520642454464438
51,2002,31,m,Argentina,194760,15.917026083384679
52,2002,31,m,Argentina,189282,16.377679863906764
53,2002,31,m,Argentina,184731,16.78115746680308
54,2002,31,m,Argentina,180206,17.20253487675216
55,2002,31,m,Argentina,173883,17.828079800785584
56,2002,31,m,Argentina,167001,18.562763097226963
57,2002,31,m,Argentina,160274,19.341877035576577
58,2002,31,m,Argentina,153714,20.167323731085002
59,2002,31,m,Argentina,147369,21.03563164573282
60,2002,31,m,Argentina,141227,21.95047689181247
61,2002,30,m,Argentina,135295,22.17376843194501
62,2002,30,m,Argentina,129607,23.14689792989576
63,2002,29,m,Argentina,124172,23.354701543020973
64,2002,28,m,Argentina,119295,23.471226790728867
65,2002,28,m,Argentina,115076,24.331745976572005
66,2002,27,m,Argentina,111091,24.30439909623642
67,2002,26,m,Argentina,106881,24.32611970322134
68,2002,25,m,Argentina,102474,24.396432265745457
69,2002,25,m,Argentina,98016,25.5060398302318
70,2002,24,m,Argentina,93421,25.690155318397363
71,2002,24,m,Argentina,88710,27.05444707473791
72,2002,24,m,Argentina,83978,28.578913524970826
73,2002,24,m,Argentina,79275,30.274361400189214
74,2002,24,m,Argentina,74294,32.30408915928608
75,2002,24,m,Argentina,68869,34.848770854811306
76,2002,23,m,Argentina,63239,36.36996157434495
77,2002,22,m,Argentina,57739,38.10249571346923
78,2002,21,m,Argentina,52407,40.07098288396588
79,2002,19,m,Argentina,47069,40.366270793940814
80,2002,17,m,Argentina,41785,40.68445614454948
81,2002,15,m,Argentina,36711,40.859687831984964
82,2002,14,m,Argentina,31937,43.836302720981934
83,2002,13,m,Argentina,27433,47.38818211642912
84,2002,13,m,Argentina,23331,55.71985770005572
85,2002,14,m,Argentina,19706,71.04435197401807
86,2002,15,m,Argentina,16393,91.5024705667053
87,2002,13,m,Argentina,13315,97.6342470897484
88,2002,7,m,Argentina,10584,66.13756613756614
89,2002,2,m,Argentina,8257,24.221872350732713
90,2002,0,m,Argentina,6303,0
0,2003,0,m,Argentina,357830,0
1,2003,0,m,Argentina,357820,0
2,2003,0,m,Argentina,359229,0
3,2003,0,m,Argentina,361269,0
4,2003,0,m,Argentina,360158,0
5,2003,0,m,Argentina,358217,0
6,2003,0,m,Argentina,359750,0
7,2003,0,m,Argentina,363673,0
8,2003,0,m,Argentina,367267,0
9,2003,0,m,Argentina,367442,0
10,2003,1,m,Argentina,364699,0.2741987227823493
11,2003,2,m,Argentina,362015,0.5524632957197906
12,2003,5,m,Argentina,359455,1.390994700310192
13,2003,10,m,Argentina,354699,2.8192918502730486
14,2003,18,m,Argentina,350097,5.14143223163866
15,2003,28,m,Argentina,345779,8.09765775249509
16,2003,39,m,Argentina,341151,11.431887932323223
17,2003,50,m,Argentina,337601,14.810382670667444
18,2003,58,m,Argentina,335510,17.287115138147893
19,2003,64,m,Argentina,334063,19.158063000092795
20,2003,66,m,Argentina,332742,19.835187622842923
21,2003,67,m,Argentina,332841,20.12973161359328
22,2003,66,m,Argentina,332796,19.831969134244403
23,2003,64,m,Argentina,332128,19.26967915984199
24,2003,60,m,Argentina,330070,18.177962250431726
25,2003,57,m,Argentina,325575,17.507486754204102
26,2003,53,m,Argentina,317603,16.687499803213445
27,2003,49,m,Argentina,307494,15.935270281696553
28,2003,45,m,Argentina,297511,15.125491158310114
29,2003,42,m,Argentina,287024,14.63292268242377
30,2003,39,m,Argentina,276661,14.09667426923202
31,2003,36,m,Argentina,267985,13.43358770080415
32,2003,34,m,Argentina,259702,13.091928441059368
33,2003,32,m,Argentina,252268,12.684922384131163
34,2003,30,m,Argentina,245958,12.197204400751348
35,2003,29,m,Argentina,239976,12.084541787512084
36,2003,28,m,Argentina,235107,11.909471006818173
37,2003,28,m,Argentina,232862,12.024289063909096
38,2003,28,m,Argentina,233703,11.981018643320796
39,2003,28,m,Argentina,234299,11.950541829030428
40,2003,28,m,Argentina,233000,12.017167381974248
41,2003,28,m,Argentina,230329,12.156523928814869
42,2003,29,m,Argentina,227694,12.73639182411482
43,2003,29,m,Argentina,225475,12.861736334405144
44,2003,29,m,Argentina,221212,13.109596224436288
45,2003,29,m,Argentina,218035,13.30061687343775
46,2003,30,m,Argentina,216584,13.851438702766593
47,2003,30,m,Argentina,213510,14.05086412814388
48,2003,30,m,Argentina,209893,14.292996907948336
49,2003,30,m,Argentina,206485,14.528900404387729
50,2003,31,m,Argentina,202731,15.291198681997326
51,2003,31,m,Argentina,198219,15.639267678678634
52,2003,31,m,Argentina,193130,16.051364365971107
53,2003,31,m,Argentina,187544,16.529454421362452
54,2003,31,m,Argentina,182883,16.95072806111011
55,2003,32,m,Argentina,178255,17.95181060839808
56,2003,32,m,Argentina,171849,18.620998667434783
57,2003,31,m,Argentina,164887,18.800754456082043
58,2003,31,m,Argentina,158070,19.61156449674195
59,2003,31,m,Argentina,151406,20.474750009907137
60,2003,31,m,Argentina,144946,21.38727526113173
61,2003,30,m,Argentina,138683,21.63206737667919
62,2003,29,m,Argentina,132633,21.864845098881876
63,2003,29,m,Argentina,126837,22.863990791330604
64,2003,28,m,Argentina,121305,23.08231317752772
65,2003,27,m,Argentina,116329,23.210033611567194
66,2003,26,m,Argentina,111997,23.21490754216631
67,2003,26,m,Argentina,107879,24.101076205749035
68,2003,25,m,Argentina,103519,24.150156010007823
69,2003,24,m,Argentina,98945,24.255899742281066
70,2003,24,m,Argentina,94303,25.44987964327752
71,2003,24,m,Argentina,89520,26.80965147453083
72,2003,24,m,Argentina,84632,28.358067870309103
73,2003,24,m,Argentina,79748,30.094798615639263
74,2003,24,m,Argentina,74921,32.03374220845958
75,2003,24,m,Argentina,69871,34.3490146126433
76,2003,23,m,Argentina,64420,35.703197764669355
77,2003,22,m,Argentina,58800,37.414965986394556
78,2003,21,m,Argentina,53327,39.37967633656497
79,2003,19,m,Argentina,48033,39.55613848812275
80,2003,17,m,Argentina,42775,39.74284044418469
81,2003,16,m,Argentina,37625,42.524916943521596
82,2003,14,m,Argentina,32738.999999999996,42.76245456489203
83,2003,14,m,Argentina,28203,49.64010920824026
84,2003,14,m,Argentina,23988,58.36251459062865
85,2003,15,m,Argentina,20198,74.2647786909595
86,2003,15,m,Argentina,16882,88.85203174979267
87,2003,13,m,Argentina,13885,93.62621534029529
88,2003,8,m,Argentina,11137,71.83262997216485
89,2003,2,m,Argentina,8729,22.912131973880168
90,2003,0,m,Argentina,6705,0
0,2004,0,m,Argentina,357899,0
1,2004,0,m,Argentina,356783,0
2,2004,0,m,Argentina,357413,0
3,2004,0,m,Argentina,358899,0
4,2004,0,m,Argentina,361000,0
5,2004,0,m,Argentina,359935,0
6,2004,0,m,Argentina,358033,0
7,2004,0,m,Argentina,359591,0
8,2004,0,m,Argentina,363533,0
9,2004,0,m,Argentina,367139,0
10,2004,1,m,Argentina,367317,0.27224441014164874
11,2004,2,m,Argentina,364570,0.5485914913459692
12,2004,5,m,Argentina,361869,1.3817154826746696
13,2004,11,m,Argentina,359272,3.0617470885568596
14,2004,20,m,Argentina,354458,5.6424174373268485
15,2004,30,m,Argentina,349772,8.577015884633418
16,2004,42,m,Argentina,345351,12.161539998436373
17,2004,53,m,Argentina,340608,15.560409620443442
18,2004,62,m,Argentina,336945,18.400629182804316
19,2004,68,m,Argentina,334755,20.313363504652656
20,2004,71,m,Argentina,333238,21.306093542753228
21,2004,71,m,Argentina,331875,21.393596986817325
22,2004,70,m,Argentina,331954,21.087259078065035
23,2004,68,m,Argentina,331905,20.487790180925266
24,2004,65,m,Argentina,331244,19.62299694485032
25,2004,61,m,Argentina,329197,18.529938000650066
26,2004,57,m,Argentina,324719,17.55363868452416
27,2004,53,m,Argentina,316767,16.731540848636378
28,2004,49,m,Argentina,306678,15.977670390442093
29,2004,46,m,Argentina,296716,15.503039943919438
30,2004,42,m,Argentina,286250,14.672489082969433
31,2004,39,m,Argentina,275906,14.135248961602866
32,2004,36,m,Argentina,267247,13.470684423024393
33,2004,34,m,Argentina,258983,13.12827482884977
34,2004,32,m,Argentina,251564,12.72042104593662
35,2004,31,m,Argentina,245267,12.639286981126691
36,2004,30,m,Argentina,239297,12.53672214862702
37,2004,29,m,Argentina,234432,12.37032487032487
38,2004,29,m,Argentina,232181,12.49025544725882
39,2004,29,m,Argentina,233005,12.446084847964636
40,2004,29,m,Argentina,233574,12.41576545334669
41,2004,29,m,Argentina,232246,12.48675972890814
42,2004,29,m,Argentina,229542,12.63385349957742
43,2004,29,m,Argentina,226866,12.782876235310711
44,2004,29,m,Argentina,224597,12.912015743754369
45,2004,29,m,Argentina,220285,13.164763828676488
46,2004,29,m,Argentina,217044,13.361346086507805
47,2004,29,m,Argentina,215512,13.456327257878911
48,2004,30,m,Argentina,212348,14.127752557123213
49,2004,30,m,Argentina,208633,14.379316790728216
50,2004,30,m,Argentina,205114,14.626012851389959
51,2004,30,m,Argentina,201243,14.907350814686723
52,2004,31,m,Argentina,196616,15.766773812914513
53,2004,31,m,Argentina,191418,16.194924197306417
54,2004,31,m,Argentina,185732,16.690715654814465
55,2004,31,m,Argentina,180966,17.13028966767238
56,2004,31,m,Argentina,176232,17.590448953652004
57,2004,31,m,Argentina,169734,18.26387170513863
58,2004,31,m,Argentina,162679,19.055932234646143
59,2004,31,m,Argentina,155760,19.90241397021058
60,2004,30,m,Argentina,148987,20.135985018827146
61,2004,30,m,Argentina,142413,21.065492616544837
62,2004,29,m,Argentina,136041,21.31710293220426
63,2004,28,m,Argentina,129890.99999999999,21.55653586468655
64,2004,27,m,Argentina,124002,21.773842357381334
65,2004,27,m,Argentina,118383,22.807328754973266
66,2004,26,m,Argentina,113306,22.94671067728099
67,2004,25,m,Argentina,108843,22.96886340876308
68,2004,24,m,Argentina,104567,22.95179167423757
69,2004,24,m,Argentina,100035,23.99160293897136
70,2004,24,m,Argentina,95276,25.189974390192702
71,2004,23,m,Argentina,90445,25.429819227154624
72,2004,23,m,Argentina,85489,26.904046134590416
73,2004,24,m,Argentina,80453,29.831081501000583
74,2004,23,m,Argentina,75450,30.483764082173625
75,2004,23,m,Argentina,70537,32.60700058125523
76,2004,23,m,Argentina,65425,35.15475735575086
77,2004,22,m,Argentina,59950,36.69724770642202
78,2004,21,m,Argentina,54337,38.64769862156542
79,2004,19,m,Argentina,48882,38.86911337506648
80,2004,17,m,Argentina,43633,38.961336603029814
81,2004,16,m,Argentina,38480,41.58004158004158
82,2004,15,m,Argentina,33508,44.76542915124746
83,2004,14,m,Argentina,28866,48.4999653571676
84,2004,14,m,Argentina,24623,56.85740973886204
85,2004,15,m,Argentina,20738,72.33098659465715
86,2004,16,m,Argentina,17287,92.55509920749697
87,2004,14,m,Argentina,14290,97.97060881735479
88,2004,8,m,Argentina,11608,68.91798759476224
89,2004,2,m,Argentina,9180,21.78649237472767
90,2004,0,m,Argentina,7082,0
0,2005,0,m,Argentina,361094,0
1,2005,0,m,Argentina,356880,0
2,2005,0,m,Argentina,356392,0
3,2005,0,m,Argentina,357094,0
4,2005,0,m,Argentina,358635,0
5,2005,0,m,Argentina,360779,0
6,2005,0,m,Argentina,359750,0
7,2005,0,m,Argentina,357873,0
8,2005,0,m,Argentina,359450,0
9,2005,1,m,Argentina,363401,0.2751781090310704
10,2005,1,m,Argentina,367011,0.27247139731506687
11,2005,3,m,Argentina,367183,0.8170312895749531
12,2005,6,m,Argentina,364418,1.6464609322261798
13,2005,12,m,Argentina,361680,3.3178500331785004
14,2005,21,m,Argentina,359025,5.849174848548151
15,2005,33,m,Argentina,354130,9.318611809222602
16,2005,45,m,Argentina,349346,12.881212322453957
17,2005,57,m,Argentina,344815,16.530603367022895
18,2005,66,m,Argentina,339964,19.413820286853902
19,2005,71,m,Argentina,336209,21.117816596224372
20,2005,74,m,Argentina,333949,22.159072193658314
21,2005,75,m,Argentina,332387,22.564059364535918
22,2005,74,m,Argentina,331002,22.3563603845294
23,2005,72,m,Argentina,331074,21.747403903659002
24,2005,69,m,Argentina,331029,20.84409523032725
25,2005,65,m,Argentina,330378,19.6744335276562
26,2005,61,m,Argentina,328346,18.577963489733392
27,2005,57,m,Argentina,323887,17.598730421412405
28,2005,53,m,Argentina,315958,16.774381405123467
29,2005,49,m,Argentina,305895,16.0185684630347
30,2005,45,m,Argentina,295956,15.204962899890525
31,2005,42,m,Argentina,285512,14.710414973801452
32,2005,39,m,Argentina,275190,14.172026599803772
33,2005,37,m,Argentina,266550,13.881072969424123
34,2005,34,m,Argentina,258301,13.162937812861738
35,2005,33,m,Argentina,250895,13.1529125729887
36,2005,32,m,Argentina,244607,13.082209421643698
37,2005,31,m,Argentina,238642,12.990169375047142
38,2005,30,m,Argentina,233776,12.832797207583328
39,2005,29,m,Argentina,231514,12.526240313760724
40,2005,29,m,Argentina,232312,12.483212231826165
41,2005,29,m,Argentina,232850,12.45436976594374
42,2005,29,m,Argentina,231486,12.527755458213456
43,2005,29,m,Argentina,228743,12.67798358856883
44,2005,29,m,Argentina,226018,12.830836482050103
45,2005,29,m,Argentina,223692,12.9642544212578
46,2005,29,m,Argentina,219319,13.222748599072585
47,2005,29,m,Argentina,216003,13.425739457322353
48,2005,29,m,Argentina,214375,13.527696793002915
49,2005,29,m,Argentina,211112,13.736784266171512
50,2005,29,m,Argentina,207292,13.989927252378287
51,2005,30,m,Argentina,203657,14.730650063587307
52,2005,30,m,Argentina,199671,15.024715657256186
53,2005,31,m,Argentina,194936,15.902655230434604
54,2005,31,m,Argentina,189639,16.346848485807243
55,2005,31,m,Argentina,183861,16.86056314280897
56,2005,31,m,Argentina,178992,17.319209797085904
57,2005,31,m,Argentina,174146,17.801155352405452
58,2005,31,m,Argentina,167547,18.502271004553947
59,2005,30,m,Argentina,160389,18.704524624506668
60,2005,30,m,Argentina,153357,19.56219800856824
61,2005,29,m,Argentina,146470,19.799276302314468
62,2005,28,m,Argentina,139786,20.030618230724105
63,2005,27,m,Argentina,133315,20.252784757904212
64,2005,27,m,Argentina,127076,21.247127703106802
65,2005,26,m,Argentina,121103,21.469327762318027
66,2005,25,m,Argentina,115397,21.664341360693953
67,2005,24,m,Argentina,110215,21.775620378351405
68,2005,24,m,Argentina,105613,22.724475206650695
69,2005,23,m,Argentina,101174,22.733113250439835
70,2005,23,m,Argentina,96470,23.841608790297503
71,2005,23,m,Argentina,91541,25.125353666663024
72,2005,23,m,Argentina,86550,26.57423454650491
73,2005,23,m,Argentina,81456,28.23610292673345
74,2005,23,m,Argentina,76311,30.139822568174967
75,2005,23,m,Argentina,71231,32.28931223764934
76,2005,22,m,Argentina,66240,33.21256038647343
77,2005,21,m,Argentina,61071,34.38620621899101
78,2005,20,m,Argentina,55576,35.98675687347056
79,2005,19,m,Argentina,49975,38.019009504752376
80,2005,17,m,Argentina,44565,38.1465275440368
81,2005,16,m,Argentina,39406,40.60295386489367
82,2005,15,m,Argentina,34416,43.584379358437936
83,2005,15,m,Argentina,29681,50.53738081601024
84,2005,15,m,Argentina,25329,59.220656164870306
85,2005,16,m,Argentina,21407,74.74190685289858
86,2005,17,m,Argentina,17856,95.20609318996416
87,2005,14,m,Argentina,14728,95.05703422053232
88,2005,8,m,Argentina,12030,66.50041562759768
89,2005,2,m,Argentina,9640,20.74688796680498
90,2005,0,m,Argentina,7507,0
0,2006,0,m,Argentina,364212,0
1,2006,0,m,Argentina,360101,0
2,2006,0,m,Argentina,356510,0
3,2006,0,m,Argentina,356087,0
4,2006,0,m,Argentina,356839,0
5,2006,0,m,Argentina,358421,0
6,2006,0,m,Argentina,360597,0
7,2006,0,m,Argentina,359591,0
8,2006,0,m,Argentina,357732,0
9,2006,1,m,Argentina,359319,0.27830423662539416
10,2006,1,m,Argentina,363274,0.27527431085076276
11,2006,3,m,Argentina,366875,0.817717206132879
12,2006,6,m,Argentina,367029,1.634748207907277
13,2006,12,m,Argentina,364226,3.2946577125191503
14,2006,22,m,Argentina,361430,6.086932462717539
15,2006,34,m,Argentina,358696,9.47877868724491
16,2006,47,m,Argentina,353704,13.287946983918756
17,2006,59,m,Argentina,348812,16.914555691891334
18,2006,68,m,Argentina,344177,19.757276052728685
19,2006,74,m,Argentina,339240,21.81346539323193
20,2006,77,m,Argentina,335421,22.956225161811574
21,2006,78,m,Argentina,333119,23.41505588093144
22,2006,77,m,Argentina,331534,23.225370550230142
23,2006,75,m,Argentina,330142,22.717497319335315
24,2006,72,m,Argentina,330212,21.804174288033142
25,2006,68,m,Argentina,330171,20.595388450227308
26,2006,64,m,Argentina,329531,19.421541524166162
27,2006,59,m,Argentina,327513,18.01455209411535
28,2006,55,m,Argentina,323075,17.023910856612243
29,2006,51,m,Argentina,315173,16.181589158969835
30,2006,48,m,Argentina,305141,15.730432816304594
31,2006,44,m,Argentina,295230,14.903634454493107
32,2006,41,m,Argentina,284812,14.395460865412975
33,2006,39,m,Argentina,274509,14.207184463897358
34,2006,36,m,Argentina,265881,13.539891906529613
35,2006,35,m,Argentina,257639,13.584899801660463
36,2006,33,m,Argentina,250234,13.187656353652981
37,2006,32,m,Argentina,243943,13.117818506782323
38,2006,31,m,Argentina,237974,13.02663316160589
39,2006,30,m,Argentina,233101,12.869957657839306
40,2006,30,m,Argentina,230825,12.996859092386007
41,2006,29,m,Argentina,231596,12.52180521252526
42,2006,29,m,Argentina,232101,12.494560557688247
43,2006,28,m,Argentina,230699,12.137027035227721
44,2006,28,m,Argentina,227909,12.285605219627131
45,2006,28,m,Argentina,225125,12.43753470294281
46,2006,28,m,Argentina,222726,12.571500408573764
